order_id,order_date,region,city,channel,segment,category,subcategory,payment_method,quantity,unit_price,discount_rate,distance_km,weight_kg,promised_delivery_days,actual_delivery_days,returned,customer_satisfaction,shipping_cost,cogs,payment_fee,net_sales,profit,staff_id,customer_id
ORD-GC38DUX3,2024-12-05,Kisumu,Manyatta,Agent,Consumer,Fashion,Kids,Cash on Delivery,2,2831.94,0.22,7.5,3.56,1,2,1,3.17,284.45,2416.15,0.0,4419.96,-1313.17,S-BJ2DVZ,C-5GXLYCZY
ORD-G0HUPHFQ,2024-12-15,Mombasa,Changamwe,Retail,SME,Electronics,TVs,Card,1,71652.84,0.08,39.0,4.37,1,3,0,4.43,188.53,49139.55,1450.54,65933.72,15155.1,S-1N47CG,C-9Y058A7T
ORD-4LKSQVZP,2025-05-05,Kisumu,Manyatta,Retail,Consumer,Electronics,Smartphones,Bank Transfer,1,43964.88,0.271,62.2,2.42,0,1,0,4.01,234.36,22480.23,96.09,32031.49,9220.81,S-F3K00B,C-040OQMDJ
ORD-SKZ6HNRT,2024-12-03,Kisumu,Kondele,Online,Consumer,Grocery,Fresh Produce,M-Pesa,2,293.97,0.134,38.4,4.27,3,3,0,4.6,532.11,395.9,2.55,509.04,-421.52,,C-LFWM85IY
ORD-58XXKW96,2025-08-19,Mombasa,Likoni,Online,Consumer,Electronics,Computers,Cash on Delivery,2,94267.9,0.082,75.1,3.58,1,1,0,3.93,792.14,115434.95,0.0,173105.06,56877.97,,C-JJSM5WC5
ORD-YBDGNB4D,2025-07-13,Nairobi,,Retail,Consumer,Home & Office,Cleaning,,2,1027.11,0.149,27.6,4.7,1,2,0,,161.19,1088.93,0.0,1749.06,498.94,S-HA7U3L,C-176UZ6M8
ORD-S4K221IF,2024-09-30,Mombasa,Changamwe,Retail,SME,Home & Office,Appliances,M-Pesa,4,23780.13,0.189,20.8,18.65,1,1,0,4.43,250.65,52053.26,385.93,77186.6,24496.76,S-H38VFR,C-SMQUGPYJ
ORD-N1AP3JKJ,2025-09-02,Eldoret,Pioneer,Online,SME,Building Materials,Cement,M-Pesa,1,1077.41,0.317,15.2,5.97,2,5,0,3.45,395.1,536.53,3.68,735.99,-199.32,,C-SX1JY144
ORD-E24Q9T37,2024-11-11,Eldoret,Pioneer,Agent,Corporate,Building Materials,Steel,M-Pesa,6,1716.39,0.076,45.8,3.56,1,4,0,3.63,571.62,7005.62,47.57,9513.5,1888.69,S-F38XCP,C-GECXV17F
ORD-8RZ1BHH0,2024-06-24,Kisumu,Kondele,Retail,Consumer,FASHION,Men,M-Pesa,3,2704.3,0.167,24.3,6.92,0,0,0,4.72,169.66,4082.74,33.8,6760.46,2474.26,S-3EYN1S,C-XBQNRJK6
ORD-PSMXTEFW,2025-10-16,Kisumu,Milimani,Agent,Consumer,Fashion,Men,M-Pesa,1,4033.2,0.065,6.4,3.96,1,2,0,4.6,285.39,2208.68,18.86,3772.28,1259.35,S-H1K93D,C-KL3064O0
ORD-2ONHZF2V,2024-08-25,Eldoret,Pioneer,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,15,225.01,0.145,,5.06,1,1,0,,209.0,2310.08,14.42,2884.48,350.97,S-9X7KY4,C-KOG9R1SG
ORD-6J7F72ZY,2025-07-11,Kisumu,Manyatta,Online,Consumer,Grocery,Dairy,M-Pesa,2,174.02,0.147,11.7,3.26,4,4,0,4.67,309.27,230.93,1.48,296.78,-244.9,,C-4UQ7AZW4
ORD-09JJSADQ,2024-11-03,Mombasa,Changamwe,Online,SME,Electronics,TVs,M-Pesa,4,70957.72,0.096,12.9,3.6,4,5,0,3.74,326.25,168142.92,1282.76,256552.3,86800.37,,C-2PXFO5V9
ORD-B665YSOM,2024-07-16,Mombasa,Likoni,Retail,Corporate,Grocery,Dairy,Bank Transfer,6,231.97,0.103,26.8,1.32,1,1,0,4.34,132.98,999.34,3.74,1247.81,111.75,S-W6GGNR,C-P9CMHPY7
ORD-ZOW1C2O2,2024-05-15,Nairobi,Kasarani,Online,Consumer,Grocery,Dry Goods,M-Pesa,4,526.86,0.35,31.0,1.01,4,6,0,3.64,404.87,1052.22,6.85,1369.84,-94.1,,C-BW5FL4V0
ORD-D5PQAB1E,2025-07-25,Mombasa,Nyali,Online,Consumer,Grocery,Dairy,M-Pesa,13,238.61,0.205,31.7,6.65,3,4,0,4.24,533.85,2035.49,12.33,2466.23,-115.44,,C-GHOQJ584
ORD-DG9Z09OE,2025-11-21,Eldoret,Kapsoya,Retail,SME,Grocery,Beverages,M-Pesa,1,185.23,0.143,84.2,8.85,3,11,0,,341.68,122.45,0.79,158.76,-306.16,S-I5ZFJF,C-5WZPP9ND
ORD-ASLA6YS0,2025-10-25,Kisumu,Manyatta,Online,Consumer,Grocery,Fresh Produce,M-Pesa,13,288.65,0.205,27.6,1.14,4,5,0,4.18,382.41,2307.88,14.92,2983.2,277.99,,C-T0TN1H26
ORD-ZKEF8N4S,2024-12-01,Nairobi,Kasarani,Online,Corporate,Electronics,TVs,Bank Transfer,7,67675.59,0.222,4.5,2.34,3,3,0,4.24,234.92,264412.83,1106.09,368696.4,102942.57,,C-I0WMD5FY
ORD-M03LRZ9C,2024-10-21,Eldoret,Langas,Agent,Consumer,Building Materials,Cement,M-Pesa,1,947.79,0.058,27.8,1.88,3,1,0,4.09,400.24,585.98,4.47,893.04,-97.65,S-LRE6UZ,C-ETVAJZJ5
ORD-A7F7TU03,2025-09-24,Mombasa,Changamwe,Retail,Consumer,Grocery,Fresh Produce,Cash on Delivery,7,299.19,0.058,71.7,1.55,2,3,0,4.13,252.65,1563.3,0.0,1972.76,156.81,S-F9YNJU,C-9QRBHZ6J
ORD-V9IC4A8Z,2025-04-19,Mombasa,Kisauni,Agent,Consumer,Grocery,Dairy,M-Pesa,9,220.37,0.187,26.8,2.36,1,1,0,3.93,403.33,1267.86,8.06,1612.82,-66.44,S-ROUSHI,C-P4YUMI8W
ORD-WTZ2XEUC,2024-09-04,Eldoret,Langas,Retail,Consumer,Grocery,Dry Goods,M-Pesa,10,479.69,0.036,38.0,7.04,1,1,0,4.09,206.38,3836.16,23.11,4622.89,557.23,S-XE1T6D,C-U25Q0I38
ORD-Q2PSGP70,2024-08-13,Eldoret,Pioneer,Agent,Consumer,Grocery,Dairy,M-Pesa,8,234.83,0.086,9.0,4.62,3,3,0,4.71,319.45,1351.33,8.59,1717.47,38.1,S-AG2W7U,C-W12HJ869
ORD-Q31BK0BQ,2024-04-28,Kisumu,Milimani,Retail,SME,Electronics,Computers,Cash on Delivery,2,72049.27,0.15,13.4,3.36,0,7,0,3.04,113.49,80470.06,0.0,122429.87,41846.32,S-R9OY29,C-B38VYDBX
ORD-7YE5EG5M,2024-08-14,Mombasa,Nyali,Online,Consumer,Electronics,Accessories,M-Pesa,2,3329.68,0.212,9.2,3.83,2,2,0,4.12,303.46,3421.66,26.23,5246.92,1495.56,,C-A9AJF15I
ORD-C9CJ5C2S,2024-01-03,Mombasa,Kisauni,Online,SME,Electronics,Smartphones,Card,2,34733.26,0.316,29.4,4.31,4,4,0,4.2,465.36,33898.77,1045.25,47511.45,12102.07,,C-ME3FRCW3
ORD-ZP8XB01Q,2025-11-17,Mombasa,Kisauni,Retail,Consumer,Electronics,TVs,Bank Transfer,1,71749.56,0.062,27.9,1.66,2,2,0,4.27,138.5,48100.77,201.81,67269.27,18828.19,S-BY85PU,C-ZNQYGOAR
ORD-SO9K6BFK,2024-01-06,Kisumu,Milimani,Retail,Consumer,Home & Office,Appliances,M-Pesa,3,18996.17,0.3,22.4,2.57,1,0,1,3.96,131.13,24652.1,199.39,39877.81,-18915.94,S-NSXRGB,C-V31ZI2JH
ORD-RCSPIY89,2025-10-09,Eldoret,Pioneer,Retail,Consumer,Fashion,Footwear,M-Pesa,2,3286.1,0.122,6.0,12.25,2,2,0,4.17,162.48,3494.11,28.84,5767.43,2082.0,S-1CCD6S,C-I3WAJBQW
ORD-ZT9IOSRM,2024-11-05,Nairobi,Kasarani,Retail,Consumer,Home & Office,Cleaning,M-Pesa,4,1128.05,0.243,14.5,3.94,1,2,0,3.78,120.93,2251.02,17.09,3417.31,1028.27,S-EEA8Z5,C-YCKD1XTY
ORD-NS77HFY8,2024-09-23,Nairobi,CBD,Agent,Consumer,Building Materials,Steel,M-Pesa,5,1343.0,0.175,35.3,5.34,1,1,0,4.44,532.44,3953.81,27.7,5539.24,1025.29,S-0UXZYS,C-EG9I8AQ6
ORD-IZQIMQY5,2024-06-30,Nairobi,Lang'ata,Retail,Consumer,Building Materials,Cement,M-Pesa,1,796.15,0.126,7.8,3.45,1,0,0,4.43,99.53,492.4,3.48,695.96,100.54,S-SR4WDY,C-OC79IHO6
ORD-2LB8J108,2024-05-31,Nakuru,Molo,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,14,251.37,0.212,15.6,4.24,0,0,0,4.51,126.01,2123.35,13.86,2771.45,508.23,S-I18ZDQ,C-SVFNCFEF
ORD-9PBPCAQH,2025-03-03,Kisumu,Manyatta,Online,SME,Grocery,Fresh Produce,Bank Transfer,6,255.22,0.1,23.2,,1,1,0,4.57,415.8,1133.52,4.14,1378.8,-174.66,,C-YBF8PJ6W
ORD-WVIK5334,2025-09-02,Eldoret,Langas,Retail,Consumer,Grocery,Dry Goods,Bank Transfer,14,649.52,0.248,9.3,3.26,0,0,0,4.62,102.08,5013.88,20.53,6841.91,1705.43,S-JGMGL2,C-4LRXMXUK
ORD-SXMHK8XL,2024-07-07,Mombasa,Likoni,Retail,Consumer,Electronics,Computers,Card,2,74604.94,0.193,46.0,2.76,1,6,0,3.22,194.44,80066.96,2648.52,120387.28,37477.36,S-H0JJXN,C-K98XOG29
ORD-VNHJKHL9,2025-08-19,Nakuru,Bahati,Online,Consumer,Home & Office,Stationery,M-Pesa,1,793.92,0.158,84.4,,4,4,0,4.71,851.91,449.15,3.34,668.69,-635.72,,C-OWIPZDU1
ORD-AS60CWHL,2024-11-15,Kisumu,Kondele,Retail,SME,Electronics,TVs,M-Pesa,3,60217.82,0.18,22.0,2.42,2,5,0,3.34,128.85,101021.28,741.0,148200.16,46309.03,S-GP839Q,C-RT1NO5OT
ORD-8AIASWYB,2025-10-02,Nairobi,CBD,Online,SME,Home & Office,Appliances,M-Pesa,4,31740.84,0.266,17.6,,3,5,0,3.99,587.68,61626.36,466.2,93240.8,30560.56,,C-EAMNM2NC
ORD-JKDXNL1W,2024-10-30,Mombasa,Likoni,Agent,SME,Grocery,Dairy,M-Pesa,6,214.52,0.054,25.3,16.63,3,3,0,4.82,705.82,943.73,6.09,1217.88,-437.77,S-A95D2A,C-PTL6QYET
ORD-0DV41KXE,2025-06-22,Nairobi,Kasarani,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,11,285.4,0.26,15.8,,1,3,0,4.15,140.79,1663.18,11.62,2323.17,507.58,S-Z32B6N,C-08NXN3J4
ORD-VGUCY3YM,2025-03-08,Kisumu,Kondele,Online,Consumer,Home & Office,Cleaning,M-Pesa,4,1067.97,0.224,41.7,3.62,3,3,0,4.38,542.73,1945.67,16.58,3315.62,810.64,,C-6IW95CCP
ORD-QPYLE1GZ,2024-11-26,Eldoret,Kapsoya,Online,Consumer,Grocery,Dry Goods,M-Pesa,12,427.32,0.172,36.7,3.48,4,4,0,5.0,501.53,3259.96,21.23,4245.73,463.0,,C-PY71SSUB
ORD-JAIYZJH7,2025-04-13,Nakuru,Lanet,Retail,Consumer,Grocery,Dry Goods,M-Pesa,7,535.79,0.116,42.0,2.06,1,2,0,3.98,178.56,2739.28,16.57,3314.06,379.66,S-1KWT6A,C-SJBPNBKP
ORD-F584A6C7,2024-09-26,Nairobi,Kasarani,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,13,276.76,0.15,23.6,,1,1,1,,132.48,2494.1,15.28,3056.47,-1853.73,S-DWP5T8,C-CE55K1H0
ORD-BWTHACUF,2025-07-17,Nairobi,Kasarani,Online,SME,Home & Office,Cleaning,M-Pesa,4,1164.91,0.123,22.7,2.03,2,3,0,4.15,364.61,2516.33,20.43,4085.89,1184.52,,C-0WZURRVJ
ORD-NT4IAMRT,2025-02-21,Mombasa,Likoni,Online,Consumer,Fashion,Kids,Card,5,2312.25,0.271,20.6,6.83,1,3,0,3.52,454.89,4800.98,185.46,8429.87,2988.53,,C-GB98HNMK
ORD-EKZRJV61,2025-12-25,Mombasa,Nyali,Online,Consumer,Building Materials,Steel,M-Pesa,2,1630.03,0.191,11.8,15.05,2,2,0,4.51,569.38,1860.36,13.19,2638.07,195.13,,C-US6QDS4D
ORD-01QFUO40,2025-09-10,Kisumu,Kondele,Retail,Consumer,Grocery,Beverages,Card,10,190.51,0.076,,4.12,2,2,0,4.48,179.31,1387.15,38.71,1759.65,154.48,S-20A9ZN,C-EXXGN628
ORD-BH4W3I8U,2025-02-09,Kisumu,Milimani,Retail,Consumer,Electronics,Smartphones,M-Pesa,2,50025.2,0.058,26.4,8.49,2,7,1,1.49,187.2,70388.84,471.01,94202.34,-20204.12,S-Q0RCPM,C-AD0WN6JB
ORD-KFQ554Z4,2025-06-06,Nakuru,Bahati,Agent,Consumer,Grocery,Fresh Produce,M-Pesa,10,263.19,0.068,46.3,,1,2,0,3.8,530.4,1853.95,12.27,2453.84,57.22,S-Z3KO0N,C-UU71CYP1
ORD-0P3A2QIE,2024-02-15,Kisumu,Milimani,Online,Consumer,Building Materials,Steel,Cash on Delivery,2,1757.67,0.169,42.7,6.3,1,1,0,4.32,608.87,2035.35,0.0,2920.91,276.69,,C-TIIVW6OB
ORD-98VDCWWP,2024-12-12,Eldoret,Kapsoya,Retail,Consumer,Grocery,Beverages,M-Pesa,12,155.26,0.027,29.3,2.98,0,0,0,3.87,152.37,1514.09,9.07,1813.31,137.78,S-SJCHHO,C-AHGH02QC
ORD-DJAXJ4II,2024-04-09,Nakuru,Naivasha,Retail,Consumer,Grocery,Dry Goods,M-Pesa,3,476.31,0.278,29.3,3.4,2,5,0,3.82,155.49,816.01,5.16,1031.18,54.52,S-98J1SX,C-CMZDV4B2
ORD-YFPWRSEJ,2024-01-16,Eldoret,Kapsoya,Retail,SME,Grocery,Fresh Produce,M-Pesa,3,201.54,0.223,40.4,0.89,2,2,0,5.0,165.45,360.96,2.35,469.7,-59.07,S-T32HYJ,C-FU0BDYTJ
ORD-55ZUEFIS,2024-03-08,Kisumu,,Retail,SME,Electronics,TVs,M-Pesa,3,51721.1,0.074,52.9,4.4,2,2,0,4.96,225.3,106013.96,718.32,143663.22,36705.63,S-Z6UBX6,C-YNAGPGT2
ORD-FJ2U1W50,2025-05-20,Nairobi,Lang'ata,Retail,Consumer,Home & Office,Stationery,M-Pesa,4,853.58,0.046,24.8,11.01,2,3,0,3.97,202.28,2105.32,16.28,3256.68,932.81,S-OKY259,C-VD7H447D
ORD-QYMNPDZR,2024-04-21,Eldoret,Langas,Retail,SME,Home & Office,Appliances,M-Pesa,5,24572.72,0.066,1.1,,0,0,0,5.0,200.4,72432.33,573.64,114727.95,41521.58,S-2WEGCK,C-2BZ2JLIO
ORD-3WKO4WKV,2024-11-01,Mombasa,Likoni,Retail,Consumer,Electronics,TVs,M-Pesa,4,62195.67,0.069,,8.94,0,1,0,,202.68,161965.88,1157.61,231522.17,68195.99,S-RQ5DS1,C-UU71CYP1
ORD-5CM8PY2X,2024-04-19,Eldoret,Pioneer,Agent,Consumer,Home & Office,Cleaning,Cash on Delivery,3,938.74,0.079,37.3,3.21,4,5,0,,500.36,1649.4,0.0,2593.97,444.21,S-3IMGFK,C-93LCVIWX
ORD-FVG4BCHR,2025-11-07,Eldoret,Langas,Retail,Consumer,Electronics,Computers,M-Pesa,3,83508.69,0.031,7.9,,0,5,0,2.45,127.77,172468.64,1213.27,242653.82,68844.15,S-18JRVN,C-U6UL3QSQ
ORD-9EQR1S7G,2025-05-07,Nakuru,Lanet,Agent,SME,Electronics,TVs,Cash on Delivery,2,68270.89,0.158,20.5,1.03,3,3,0,4.44,326.69,79274.99,0.0,114955.12,35353.44,S-V9S7B7,C-LWVKFWLC
ORD-U7TXFJPG,2025-01-23,Mombasa,Nyali,Retail,Consumer,HOME & OFFICE,Furniture,M-Pesa,1,24111.24,0.126,11.1,5.5,1,2,0,4.03,124.12,13014.14,105.41,21081.49,7837.82,S-58E5WP,C-P5I27BH9
ORD-SXEHG936,2025-01-03,Kisumu,Manyatta,Retail,Corporate,Fashion,Footwear,Bank Transfer,7,2896.0,0.168,25.8,4.51,0,1,0,,155.02,9263.11,50.61,16871.59,7402.84,S-2ER4P0,C-4EET3IBH
ORD-JXKCYG8P,2025-06-29,Kisumu,Manyatta,Retail,SME,Fashion,Footwear,M-Pesa,5,3462.1,0.237,38.4,7.28,0,1,0,4.21,209.43,7716.37,66.08,13215.01,5223.14,S-50NXLP,C-9BXHFQX4
ORD-FWGFC48B,2024-09-11,Mombasa,Nyali,Retail,Corporate,Grocery,Fresh Produce,Bank Transfer,16,211.78,0.143,77.4,5.69,0,3,0,3.15,299.43,2214.11,8.72,2905.43,383.18,S-1VLKTE,C-J7RS3N7P
ORD-W8Z0R2N4,2024-03-20,Nairobi,Kasarani,Retail,Consumer,Electronics,Smartphones,Cash on Delivery,4,44256.6,0.133,52.1,,2,2,0,4.6,211.52,107312.62,0.0,153504.65,45980.51,S-9MNJHL,C-N1ENUR6T
ORD-ADTV3GMS,2024-06-19,Kisumu,Manyatta,Retail,SME,Fashion,Men,M-Pesa,2,3214.04,0.17,51.9,0.98,0,0,0,4.84,196.43,3158.73,26.68,5335.13,1953.28,S-XCJ3RQ,C-BI1QSGVR
ORD-QTF8PTLK,2024-04-30,Nakuru,Naivasha,Retail,Consumer,Fashion,Women,M-Pesa,1,4182.76,0.35,55.8,,1,1,0,4.73,204.94,1571.27,13.59,2718.79,928.99,S-FHRL8O,C-WVZN0SNX
ORD-HNHXT8L2,2025-03-29,Mombasa,Kisauni,Retail,Consumer,GROCERY,Dry Goods,M-Pesa,13,548.99,0.089,76.8,,0,0,1,3.86,293.95,5048.88,32.52,6504.58,-2806.89,S-GVF0Q0,C-K7CEWFDI
ORD-UT49TPAJ,2025-06-03,Eldoret,Kapsoya,Online,SME,Fashion,Kids,M-Pesa,2,1886.08,0.283,14.5,3.59,1,2,0,3.61,337.87,1600.96,13.52,2704.71,752.35,,C-73AC54JQ
ORD-FBDMNESZ,2024-06-20,Nairobi,Westlands,Retail,SME,Home & Office,Furniture,M-Pesa,4,17942.67,0.35,36.2,11.68,2,2,0,4.63,237.47,30046.77,233.25,46650.95,16133.45,S-GFZ2WA,C-QWWZ7Q18
ORD-MGFKUXXU,2024-04-20,Eldoret,Langas,Retail,Consumer,Electronics,Computers,Cash on Delivery,4,62710.73,0.35,104.3,12.53,3,4,0,4.13,422.68,121975.84,0.0,163047.9,40649.38,S-4VG2SX,C-U9YQ851O
ORD-DJ993D67,2024-05-28,Nakuru,Molo,Agent,SME,Grocery,Fresh Produce,Cash on Delivery,3,230.33,0.04,20.6,,4,5,0,4.0,522.59,562.33,0.0,663.2,-421.72,S-X4CAAV,C-KKG3R88Q
ORD-AEJO4I17,2025-06-02,Nakuru,Bahati,Agent,Consumer,Building Materials,Steel,M-Pesa,-2,1833.82,0.15,36.3,3.88,3,3,0,4.83,507.19,2420.66,15.59,3117.81,174.37,S-UWEWJQ,C-EK924JPS
ORD-QUO6RJYW,2025-06-13,Mombasa,Likoni,Retail,Consumer,Electronics,TVs,M-Pesa,1,77385.34,0.258,52.0,4.75,1,3,0,3.95,225.56,40630.78,287.15,57429.39,16285.9,S-8TNCNP,C-QL5D394K
ORD-MHTE7HXI,2025-06-30,Eldoret,Langas,Retail,SME,Electronics,Accessories,Cash on Delivery,-4,4750.49,0.206,88.9,14.19,1,7,0,1.91,395.23,10180.28,0.0,15089.73,4514.22,S-466LFI,C-WLCHUQ69
ORD-C4JD2RE4,2025-04-10,Nakuru,Bahati,Online,Consumer,Grocery,Beverages,M-Pesa,1,199.45,0.107,,1.89,3,3,0,4.41,278.33,137.43,0.89,178.1,-238.54,,C-49RQTMBV
ORD-VAJ6IWTM,2025-01-10,Nairobi,Lang'ata,Online,Consumer,Grocery,Dairy,M-Pesa,11,243.26,0.208,7.3,5.19,2,2,0,4.78,319.17,1626.01,10.59,2118.95,163.18,,C-CZ0DJM9A
ORD-IXVZKCF0,2024-01-29,Nairobi,Lang'ata,Online,Consumer,Building Materials,Cement,Cash on Delivery,2,852.99,0.067,34.2,4.24,1,0,0,3.84,499.5,1127.82,0.0,1592.27,-35.04,,C-50A3E90Y
ORD-L8OOYH8G,2025-10-12,Nairobi,CBD,Online,SME,Fashion,Women,M-Pesa,3,3237.83,0.079,57.1,2.09,4,2,1,3.25,624.42,4747.07,44.74,8947.05,-2283.11,,C-XX38ME0O
ORD-NG6NI62C,2024-01-28,Mombasa,Likoni,Retail,Consumer,Electronics,Computers,M-Pesa,1,74766.75,0.075,88.0,1.62,1,4,0,3.49,296.02,47531.87,345.89,69178.73,21004.95,S-OIIRLY,C-T8RLJKOT
ORD-H403UG6D,2025-03-03,Nakuru,,Retail,Consumer,Grocery,Dairy,Bank Transfer,6,212.21,0.185,13.7,3.12,1,0,0,4.9,112.46,806.16,3.11,1037.86,116.13,S-K7O32O,C-EVRBPLPQ
ORD-PWBB0K74,2024-09-07,Nairobi,Kasarani,Retail,Consumer,BUILDING MATERIALS,Steel,M-Pesa,5,1325.98,0.164,,4.35,0,2,0,3.9,131.56,3879.81,27.7,5540.21,1501.14,S-XW0OZQ,C-38E1MG6R
ORD-9EGN16L8,2024-11-13,Eldoret,Langas,Retail,Consumer,Grocery,Dry Goods,Bank Transfer,9,453.09,0.045,4.6,2.13,2,1,0,3.62,81.04,2983.76,11.68,3894.01,817.52,S-VIYX4E,C-49FNN2RU
ORD-E0MFCAA8,2024-04-21,Eldoret,Kapsoya,Agent,Consumer,Electronics,Smartphones,Cash on Delivery,4,46367.0,0.072,36.1,2.78,1,1,0,3.74,481.99,112070.42,0.0,172205.17,59652.76,S-LQB5R2,C-3F4QS5EQ
ORD-RCIOJWEA,2025-01-18,Kisumu,Kondele,Online,Consumer,Electronics,Accessories,Bank Transfer,3,3966.88,0.203,3.3,3.6,3,5,0,3.6,254.29,6338.33,28.45,9481.71,2860.64,,C-XDTQUBOL
ORD-TZTPBUGZ,2025-11-21,Nairobi,Embakasi,Online,SME,Home & Office,Stationery,M-Pesa,1,878.66,0.176,15.3,1.16,4,4,0,4.82,290.4,469.12,3.62,724.18,-38.97,,C-2868DLIK
ORD-B6B38UIX,2024-03-27,Mombasa,Likoni,Retail,SME,Electronics,TVs,M-Pesa,5,58386.21,0.135,42.0,3.34,2,3,0,3.85,188.38,168340.33,1262.73,252546.22,82754.78,S-FOIDRX,C-TMPF2BJN
ORD-ELAP8VRA,2024-11-27,Nakuru,Lanet,Online,Consumer,Fashion,Footwear,M-Pesa,1,2541.65,0.265,70.0,2.07,4,4,0,4.29,720.43,1053.84,9.35,1869.16,85.54,,C-GCR0SLRA
ORD-D8HY4G7V,2024-11-23,Nakuru,Bahati,Online,Consumer,Fashion,Footwear,Card,4,3576.39,0.21,28.3,3.19,4,5,0,4.48,432.22,6458.02,248.61,11300.47,4161.62,,C-UDCRYSKP
ORD-V3W8R5XP,2025-03-16,Eldoret,Pioneer,Online,SME,Fashion,Kids,Bank Transfer,3,1743.42,0.155,67.4,3.23,2,3,0,4.65,726.75,2440.22,13.26,4419.71,1239.48,,C-BMAL1ZI6
ORD-64TGOU2E,2025-09-25,Eldoret,Langas,Online,Corporate,Grocery,Dry Goods,Bank Transfer,6,632.67,0.184,41.2,1.76,2,2,0,4.31,498.03,2489.25,9.3,3098.35,101.77,,C-KS246H85
ORD-FDEW4HA9,2024-12-15,Nakuru,Bahati,Online,Consumer,Home & Office,Stationery,M-Pesa,5,721.83,0.232,129.4,2.03,2,3,0,4.11,1164.89,1831.48,13.86,2771.04,-239.18,,C-IHD8WRV1
ORD-M76FUYPP,2025-09-29,Eldoret,Langas,Retail,Consumer,Building Materials,Tiles,Cash on Delivery,1,1350.46,0.288,50.1,5.42,2,3,0,4.37,225.74,649.7,0.0,961.79,86.35,S-5IY2TW,C-8C5Y0TE2
ORD-QFIA5439,2025-10-06,Nakuru,Molo,Retail,Consumer,Home & Office,Furniture,M-Pesa,3,21568.53,0.187,19.1,2.88,0,5,0,2.99,124.93,31693.52,263.13,52625.43,20543.85,S-MMD089,C-R6JMDPBL
ORD-AN5E5IDT,2025-07-07,Eldoret,Kapsoya,Retail,Consumer,Building Materials,Cement,Card,3,841.42,0.015,44.3,15.65,0,0,0,5.0,289.38,1785.97,54.71,2486.98,356.91,S-XF81EZ,C-G4V9O5DG
ORD-LKLK0OGI,2024-11-17,Nairobi,Embakasi,Online,Consumer,Electronics,TVs,M-Pesa,3,71008.99,0.129,15.4,5.39,2,0,0,4.46,384.2,131434.97,927.93,185586.53,52839.42,,C-650JF5Q9
ORD-WNA7PX9U,2024-02-10,Nakuru,Lanet,Online,Corporate,Electronics,Computers,M-Pesa,8,55598.94,0.094,18.2,,3,3,0,4.73,353.33,272763.44,2015.24,403047.91,127915.9,,C-33EFHQK9
ORD-3KHR9HIH,2024-04-11,Nakuru,Lanet,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,2,265.87,0.35,18.9,3.87,2,3,0,4.02,131.97,258.24,1.73,345.75,-46.18,S-H9GG9D,C-W28SNLUI
ORD-1J70O3AX,2025-01-23,Eldoret,Langas,Online,SME,Home & Office,Furniture,Bank Transfer,3,14895.54,0.106,40.8,4.33,1,0,0,2.94,551.09,24736.26,119.89,39964.53,14557.28,,C-4ATASM3X
ORD-HUKBN3X8,2024-08-24,Nairobi,Westlands,Online,Consumer,Home & Office,Stationery,Bank Transfer,1,637.52,0.083,25.3,,4,5,0,,418.48,365.45,1.75,584.49,-201.19,,C-5OX97KWO
ORD-NBH2IC1A,2024-01-02,Nakuru,Bahati,Retail,Consumer,Home & Office,Stationery,M-Pesa,5,652.58,0.35,28.6,,0,0,0,4.67,202.77,1212.12,10.6,2120.88,695.39,S-96OVLG,C-0FX3LKEA
ORD-4MMUOQLV,2024-03-27,Nairobi,Kasarani,Retail,SME,Building Materials,Paint,M-Pesa,2,910.04,0.12,18.2,7.82,1,6,0,3.49,160.54,1138.36,8.01,1601.69,294.78,S-H3MUMI,C-R9MYUPHN
ORD-YJYL5HTA,2024-11-19,Kisumu,Kondele,Online,Consumer,Grocery,Fresh Produce,M-Pesa,5,255.67,0.292,34.6,,4,5,1,3.09,471.76,697.35,4.52,904.42,-1195.51,,C-7Q6YFFKD
ORD-MQNCQL7T,2025-06-14,Kisumu,Kondele,Online,Consumer,Grocery,Beverages,Bank Transfer,6,165.08,0.253,,1.88,4,4,0,4.49,490.58,584.92,2.22,740.04,-337.69,,C-FUOVAQ0Q
ORD-CIRIJQGA,2025-11-09,Nakuru,Molo,Online,Consumer,Home & Office,Furniture,M-Pesa,5,23890.28,0.168,19.5,3.57,3,4,0,3.76,374.85,67457.45,497.14,99428.94,31099.5,,C-TXJX1QUY
ORD-X9H61A3T,2024-12-29,Nairobi,Kasarani,Retail,SME,Building Materials,Paint,Bank Transfer,3,1129.69,0.092,47.4,15.74,0,0,0,4.55,298.24,2475.93,9.23,3075.97,292.57,S-P6HQVO,C-7DH773O9
ORD-F0H0U3RI,2025-03-13,Kisumu,Manyatta,Retail,SME,Grocery,Dry Goods,M-Pesa,14,438.03,0.149,46.3,4.17,1,1,0,4.52,206.1,3993.17,26.1,5219.21,993.84,S-7DR3VB,C-PTL6QYET
ORD-4LHLUX5Y,2024-06-15,Kisumu,Milimani,Online,Consumer,Grocery,Fresh Produce,M-Pesa,14,245.14,0.117,15.4,1.85,2,1,0,4.09,306.41,2567.09,15.15,3029.58,140.93,,C-FFMRBO4Z
